Source,Harga lama,Harga baru,Judul,No. ISBN,Penerbit,Tanggal terbit,Jumlah Halaman,Berat,Jenis Cover,Dimensi(L x P),Kategori,Bonus,Text Bahasa
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Motivasi/144513-Bukan-Move-On-Biasa.html,Rp 49.000,Rp 41.650,Bukan Move On Biasa,9786028740548,Lentera Hati ,Juni - 2016,-,200 gr,Soft Cover,-,Motivasi,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Sosial-Budaya/166998-CANDI-ABANG.Konflik-dan-Kuasa-dalam-Masyarakat-Jawa-Kuna-antara-abad-ke-9-10.html,Rp 60.000,Rp 51.000,CANDI ABANG.Konflik dan Kuasa dalam Masyarakat Jawa Kuna antara abad ke 9-10,9786022730439,Wedatama Widya Sastra ,November - 2020,154,140 gr,Soft Cover,-,Sosial-Budaya,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Horor/159628-Dimensi-Ketiga-Next-Level.html,Rp 84.800,Rp 72.080,Dimensi Ketiga Next Level,9786025638299,Histeria ,Oktober - 2018,-,500 gr,Soft Cover,-,Horor,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/162666-Tanya-Jawab-Tentang-Nikah-Beda-Agama-Menurtu-Hukum-Di-Indonesia.html,Rp 71.000,Rp 60.350,Tanya Jawab Tentang Nikah Beda Agama Menurtu Hukum Di Indonesia,9786028740395,Literati-books ,Juli - 2014,-,250 gr,SOFT COVER,-,Islam,-,Indonesia ··
https://www.bukukita.com/Inspirasi-dan-Spiritual/Kiat-Sukses/113644-101-Pertanyaan-Seru.html,Rp 71.000,Rp 60.350,101 Pertanyaan Seru (2013),978,Buah Hati ,Mei - 2013,136,500 gr,soft cover,-,Kiat Sukses,-,Indonesia ··
https://www.bukukita.com/Non-Fiksi-Lainnya/Non-Fiksi-Umum/109337-Pencerah-Nusantara.html,Rp 54.000,Rp 45.900,Pencerah Nusantara (Best Practices untuk Mencapai MDGs),9786028740272,Literati-books ,Desember - 2012,-,200 gr,Soft Cover,-,Non-Fiksi Umum,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/84752-Gadis-Pemberontak-:-Perjuangan-Seorang-Gadis-Muslim-Melawan-Takdir-di-Tanah-Rantau.html,Rp 57.500,Rp 48.875,Gadis Pemberontak : Perjuangan Seorang Gadis Muslim Melawan Takdir di Tanah Rantau,978,Literati-books ,Oktober - 2010,-,500 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Petualangan/138104-Sherlock-Sam-dan-Surat-Ancaman-di-Bras-Basah.html,Rp 44.000,Rp 37.400,Sherlock Sam dan Surat Ancaman di Bras Basah,9786027652798,Buah Hati ,Oktober - 2015,-,250 gr,Soft Cover,-,Petualangan,-,Indonesia ··
https://www.bukukita.com/Sejarah-dan-Budaya/Sejarah-Dunia/166696-Homo-Deva.html,Rp 95.000,Rp 80.750,Homo Deva,9786232200388,Alvabet ,September - 2020,-,450 gr,soft cover,-,Sejarah Dunia,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Remaja/111609-Dunia-Paralel-Anya.html,Rp 55.000,Rp 46.750,Dunia Paralel Anya,9786021879528,MNM Artha Publishing ,Maret - 2013,-,250 gr,Soft Cover,-,Remaja,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/74276-Hikmah-Shirah-Nabawiyyah.html,Rp 28.000,Rp 23.800,Hikmah Shirah Nabawiyyah,602,Indiva Media Kreasi ,Oktober - 2009,-,200 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Buku-Sekolah/Sekolah-Menengah-Atas/133337-Tetralogi-Saintek-SMA-10-11-12-Ringkasan-Fismat-Biokim.html,Rp 86.000,Rp 73.100,Tetralogi Saintek SMA 10/11/12 Ringkasan Fismat Biokim (FISIKA MATEMATIKA BIOLOGI KIMIA),9786021387252,Genta Smart Publisher ,Maret - 2015,-,450 gr,Soft Cover,-,Sekolah Menengah Atas,-,Indonesia ··
"https://www.bukukita.com/Anak-Anak/Islam/106607-Ternyata-Aku-Perlu-Tahu-Hadis,-Lho.html",Rp 55.000,Rp 46.750,"Ternyata Aku Perlu Tahu Hadis, Lho (Full Color) BK",9786021804827,IKHLAS MEDIA ,September - 2012,-,350 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Agama/Al-Quran/144415-AL-AKRAM-Ukuran-A5-Per-Kata.html,Rp 58.500,Rp 46.800,AL-AKRAM Ukuran A5 Per Kata (Cover Merah),-,Mulia Qur'an ,Juni - 2016,-,800 gr,hard cover,-,Al-Quran,-,Indonesia ··
https://www.bukukita.com/Sejarah-dan-Budaya/Sejarah-Agama/168847-Teladan-dan-Inspirasi-Para-Wanita-Tangguh-Sahabat-Nabi.html,Rp 88.000,Rp 74.800,Teladan dan Inspirasi Para Wanita Tangguh Sahabat Nabi,9786232201330,Alvabet ,Mei - 2022,-,330 gr,Soft Cover,13x20mm,Sejarah Agama,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/167599-Otewe-Berbenah:-Menyerap-Energi-Ayat-Ayat-Motivasi-Untuk-Hidup-Lebih-Baik.html,Rp 67.000,Rp 56.950,Otewe Berbenah: Menyerap Energi Ayat-Ayat Motivasi Untuk Hidup Lebih Baik,9786237163695,Alifia Books ,Mei - 2021,304,315 gr,soft cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Pengembangan-Diri/168938-Jurus-Ampuh-Memperbaiki-Cacat-Kepribadian.html,Rp 59.000,Rp 50.150,Jurus Ampuh Memperbaiki Cacat Kepribadian,9786237162957,Gemilang ,Juli - 2022,200,350 gr,Soft Cover,-,Pengembangan Diri,-,Indonesia ··
https://www.bukukita.com/Sejarah-dan-Budaya/Sejarah-Indonesia/82800-Kelah-Sang-Demang-Jahja-Datoek.html,Rp 111.000,Rp 94.350,Kelah Sang Demang Jahja Datoek,9789791283588,Lkis ,2008,512,350 gr,Soft Cover,-,Sejarah Indonesia,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/168838-Maaf-Tuhan-Aku-Hampir-Porak-Poranda-Karena-Perasaan.html,Rp 74.900,Rp 63.665,Maaf Tuhan Aku Hampir Porak - Poranda Karena Perasaan,9786026744999,sahima ,Februari - 2022,194,235 gr,Soft Cover,14x21mm,Islam,-,Indonesia ··
https://www.bukukita.com/Hobi-dan-Usaha/Perkebunan-Pertanian-Perikanan/108926-Bertanam-Tanaman-Buah-Dalam-Pot.html,Rp 31.000,Rp 26.350,Bertanam Tanaman Buah Dalam Pot,9789790270801,Titian Ilmu ,2009,78,200 gr,Soft Cover,-,Perkebunan-Pertanian-Perikanan,-,Indonesia ··
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Pengembangan-Diri/168884-Bisnis-Content-Creator-Black-Book.html,,Rp 248.000,Bisnis Content Creator Black Book,9786239405922,Bukukita.com ,Juni - 2022,-,400 gr,Hard Cover,-,Pengembangan Diri,-,Indonesia ··
https://www.bukukita.com/Ekonomi-dan-Manajemen/Ekonomi-Syariah/155866-Fikih-Muamalah-Maliyyah:-Akad-Jual-Beli.html,Rp 93.000,Rp 79.050,Fikih Muamalah Maliyyah: Akad Jual-Beli,9786027973510,Simbiosa Rekatama Media ,Maret - 2018,-,400 gr,Soft Cover,-,Ekonomi Syariah,-,Indonesia ··
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Motivasi/154474-Give-More-HELP-PROSPECTS-TO-BUY-Rahasia-Menangani-Keberatan-Dengan-Efektif.html,Rp 170.000,Rp 144.500,Give More HELP PROSPECTS TO BUY - Rahasia Menangani Keberatan Dengan Efektif,9786020956190,MIC ,Januari - 2018,-,800 gr,Hard Cover,-,Motivasi,-,Indonesia ··
https://www.bukukita.com/Sejarah-dan-Budaya/Sejarah-Dunia/169265-Andalusia.html,Rp 199.000,Rp 169.150,Andalusia,9786232201347,Alvabet ,Agustus - 2022,-,875 gr,Hard Cover,15x24mm,Sejarah Dunia,-,Indonesia ··
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Pengembangan-Diri/163256-Dari-Berpikir-Positif-ke-Bertindak-Positif.html,Rp 75.000,Rp 63.750,Dari Berpikir Positif ke Bertindak Positif,9786237162414,Alvabet ,Agustus - 2019,404,400 gr,Soft Cover,-,Pengembangan Diri,-,Indonesia ··
https://www.bukukita.com/Sejarah-dan-Budaya/Sejarah-Agama/169628-Thariq-Bin-Ziyad-Menaklukkan-Andalusia.html,Rp 63.000,Rp 53.550,Thariq Bin Ziyad Menaklukkan Andalusia,9786232201415,Alvabet ,Januari - 2023,207,210 gr,Soft Cover,13x20mm,Sejarah Agama,-,Indonesia ··
https://www.bukukita.com/Komputer-dan-Internet/Internet/107280-Siap-Check-in-forsquare.html,Rp 28.000,Rp 23.800,Siap Check-in forsquare (Panduan Lengkap Jejaring Sosial Terheboh),9786029726336,Titik Media ,2010,92,100 gr,Soft Cover (Book Paper),-,Internet,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Romance/163926-Pesan-Dari-Bintang.html,Rp 125.000,Rp 106.250,Pesan Dari Bintang,9786028740722,Lentera Hati ,Desember - 2019,528,500 gr,Soft Cover,13x20mm,Romance,-,Indonesia ··
https://www.bukukita.com/Bahasa-dan-Kamus/Pengkajian-Bahasa/154844-Pintar-Bahasa-Arab-Al-Quran-Edisi-Revis-&-Kunci-Jawaban.html,Rp 120.000,Rp 102.000,Pintar Bahasa Arab Al-Quran - Edisi Revis & Kunci Jawaban,9786027720718,Lentera Hati ,Januari - 2018,-,510 gr,Soft Cover,-,Pengkajian Bahasa,-,
https://www.bukukita.com/Orang-Tua-dan-Keluarga/Orang-Tua-dan-Anak/135861-Mommies-Daily-Pregnancy-Checklist-Book.html,Rp 42.000,Rp 35.700,Mommies Daily Pregnancy Checklist Book,9786028663878,Buah Hati ,Juni - 2015,-,150 gr,Soft Cover,-,Orang Tua dan Anak,-,Indonesia ··
https://www.bukukita.com/Hukum-dan-Undang-undang/Sosial-Politik/142463-Dinamika-Konsolidasi-Demokrasi.html,Rp 90.000,Rp 45.000,Dinamika Konsolidasi Demokrasi  (Disc 50%),9789794619650,Yayasan Obor Indonesia ,2015,316,310 gr,Soft Cover,-,Sosial-Politik,-,Indonesia ··
https://www.bukukita.com/Anak-Anak/Pendidikan-Anak/163271-Billa-Bung-Sulung-Liburan-Penuh-Tantangan.html,Rp 30.000,Rp 25.500,Billa Bung Sulung - Liburan Penuh Tantangan (Seri Pendidikan Akhlak untuk Anak),9786026334107,Indiva Media Kreasi ,Agustus - 2019,-,200 gr,Soft Cover,-,Pendidikan Anak,-,Indonesia ··
https://www.bukukita.com/Hukum-dan-Undang-undang/Undang-undang/131837-Undang-Undang-Pengelolaan-Sumber-Daya-Air.html,Rp 29.000,Rp 24.650,Undang-Undang Pengelolaan Sumber Daya Air,9786027842717,Fokus Media ,Januari - 2015,-,250 gr,Soft Cover,-,Undang-undang,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/113925-Meraih-Kebahagiaan-Hidup-dengan-Zikir-dan-Doa.html,Rp 30.000,Rp 25.500,Meraih Kebahagiaan Hidup dengan Zikir dan Doa,9786029247190,Al Mawardi ,Mei - 2013,-,200 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Buku-Sekolah/Sekolah-Menengah-Pertama/133235-Smp-Kl-7-9-Kamus-Canggih-Biologi.html,Rp 46.000,Rp 39.100,Smp Kl 7-9 Kamus Canggih Biologi,9786023080052,Kurniaesa ,Maret - 2015,-,150 gr,Soft Cover,-,Sekolah Menengah Pertama,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/87974-Khotbah-Jumat-:-Pemberdayaan-Masyarakat-Sipil.html,Rp 46.000,Rp 39.100,Khotbah Jumat : Pemberdayaan Masyarakat Sipil,9798452461,Lkis ,September - 2008,226,200 gr,-,-,Islam,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/131978-Halal-Haram-Dalam-Islam.html,Rp 110.000,Rp 93.500,Halal Haram Dalam Islam,9786027049598,MUTIARA ALAMAH ,Januari - 2015,-,600 gr,Hard Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Inspirasi-dan-Spiritual/Inspirasional/119749-Young-Divas.html,Rp 52.000,Rp 44.200,"Young Divas (Taylor Swift, Demi Lovato, Selena Gomez, Miley Cyrus)",9786027618572,Kurniaesa ,November - 2013,-,160 gr,Soft Cover,-,Inspirasional,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/135193-Setiap-Hari-Bisa-Menghafal-Dzikir&Doa.html,Rp 49.500,Rp 42.075,Setiap Hari Bisa Menghafal Dzikir&Doa (2015),9786023720095,Adi Bintang ,Mei - 2015,-,250 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Biografi-dan-Memoar/Memoar/82808-KH.-Badri-Masduki-:-Kiprah-dan-Keteladanan.html,Rp 39.000,Rp 33.150,KH. Badri Masduki : Kiprah dan Keteladanan,9789798452406,Pustaka Pesantren ,2008,18,250 gr,Soft Cover,-,Memoar,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Romance/152480-Love-Theft.html,Rp 89.000,Rp 75.650,Love Theft,9786026682079,Inari  ,September - 2017,408,400 gr,Soft Cover,13x19mm,Romance,-,Indonesia ··
https://www.bukukita.com/Busana-dan-Kecantikan/Hijab-Tutorial/122735-Hijab-Turban.html,Rp 39.500,Rp 33.575,Hijab Turban,9786027991613,Dunia Kreasi ,Februari - 2014,-,200 gr,Soft Cover,-,Hijab Tutorial,-,Indonesia ··
https://www.bukukita.com/Inspirasi-dan-Spiritual/Entrepreneurship/125869-The-Secret-of-Wealth-Creation-Cara-Mendapatkan-Kekayaan-Mulai-Dari-Nol.html,Rp 120.000,Rp 102.000,The Secret of Wealth Creation - Cara Mendapatkan Kekayaan Mulai Dari Nol,9786028482769,MIC ,Juni - 2014,-,600 gr,Soft Cover,-,Entrepreneurship,DVD The Secret Of Wealth Creation,Indonesia ··
https://www.bukukita.com/Agama/Islam/91721-Sehat-Holistik-ala-Rasulullah.html,Rp 120.000,Rp 102.000,Sehat Holistik ala Rasulullah (2011),9789793862798,Al Mawardi ,April - 2011,-,700 gr,Hard Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/155387-Kau-Rusukku-yang-Hilang:-Mendayung-Bahtera-Cinta-Bersamamu.html,Rp 54.500,Rp 46.325,Kau Rusukku yang Hilang: Mendayung Bahtera Cinta Bersamamu,9786026673503,Anak Hebat Indonesia ,Februari - 2018,236,250 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Drama/125785-Blast-Heart.html,Rp 59.500,Rp 50.575,Blast Heart,9786021139059,Change ,Juni - 2014,-,300 gr,Soft Cover,-,Drama,-,Indonesia ··
